Front	Back	Tags
turbulent	[ˈtərbjələnt] <br><br>【助记】 turb（骚乱）十ulent（形容词后缀。表示倾向于····的→骚乱的骚乱的，动荡的，混乱的，狂暴的；（指空气或水）流动得猛烈而不稳定的	红宝书 必考词 Unit25
turn	[tərn] <br>13:n u.转动，旋转；翻动，翻转；变得，变成 n.转动，旋转；翻转，转变；变化，转变（依次轮流时各自的）一次机会	红宝书 必考词 Unit25
turnover	[ˈtərˌnoʊvər] <br><br>【助记】 turn（翻转）十over（超过）一翻转翻转（物），翻倒（物）；人员调整；成交102	红宝书 必考词 Unit25
type	[taɪp] <br>n.型，类型，风格；铅字，字体，字型 u.分型，定型，测定···.··的类型；打字 工宝书 量，营业额；（资金等）周转	红宝书 必考词 Unit25
typical	[ˈtɪpɪkəl] <br>（of）典型的，有代表性的 <br><br>【助记】 typ（e）（类型）十ical（形容词后缀）→类型的→典型的	红宝书 必考词 Unit25
voluntary	[ˈvɑləntɛri] <br>自愿的，志愿的，义务的 <br><br>【助记】 volunt（愿意）十ary（形容词后缀）→愿意的→自愿的	红宝书 必考词 Unit25
volunteer	[ˌvɑlənˈtɪr] <br>n.志愿者，自愿参加者 .自愿（做），自愿提供 <br><br>【助记】 volunt（愿意）十eer（名词兼动词后缀）→自愿参加者	红宝书 必考词 Unit25
vote	[voʊt] <br>n.投票，表决；选票，选票数 .投票，表决 <br><br>【助记】 vote（投票）要有note（记录）	红宝书 必考词 Unit25
vulgar	[ˈvəlgər] <br>粗俗的，庸俗的，普通的	红宝书 必考词 Unit25
author	[ˈɔθər] <br>作者，创始人 <br><br>【助记】 author（创始人）最有authority（威信）	红宝书 必考词 Unit25
authority	[əˈθɔrəti] <br>权力，威信，权威；权威者（人士）；有权威的典籍；（pl.）当局，官方 <br><br>【助记】 author（创始人）十ity（名词后缀）→创始人最有权威→权威	红宝书 必考词 Unit25
auxiliary	[ɑgˈzɪljəri] <br>辅助的；附属的 <br><br>【助记】 aux（提高）十iliary（形容词后缀，可以····的）一可以提高的→辅助的	红宝书 必考词 Unit25
avail	[əˈveɪl] <br>~.使用某事物，利用某事物；有利于，有助于 n.（一般用于否定句或疑问句中）效用，利益，帮助 <br><br>【助记】 a（向）十vail（价值）→有价值的→有利于，有助于	红宝书 必考词 Unit25
available	[əˈveɪləbəl] <br>（指物）有效的，可利用的；（指人）可会见的，可与之交谈的等 <br><br>【助记】 avail（利用某事物）十able（形容词后缀）→可利用的	红宝书 必考词 Unit25
critic	[ˈkrɪtɪk] <br>批评者，批评家，评论家；爱挑剔的人	红宝书 必考词 Unit25
critical	[ˈkrɪtɪkəl] <br>批评的，评论的：危急的，紧要的；临界的 <br><br>【助记】 critic（批评家）十al（形容词后缀）→批评的	红宝书 必考词 Unit25
criticism	[ˈkrɪtɪˌsɪzəm] <br>批评，评论 <br><br>【助记】 critic（批评家）十ism（名词后缀）一批评	红宝书 必考词 Unit25
criticize	[ˈkrɪtɪˌsaɪz] v. <br>批评，评论 <br><br>【助记】 critic（批评家）十ize（动词后缀）→批评	红宝书 必考词 Unit25
crucial	[ˈkruʃəl]	红宝书 必考词 Unit25
culminate	[ˈkəlmɪˌneɪt] <br>达到顶点；（以某种结果）告终；（在某一点)结束 十字路口的→决定性的 决定性的，关键性的	红宝书 必考词 Unit25
culprit	[ˈkəlprɪt] <br>罪犯；造成破坏(问题)的人；问题的起因；困难的起源	红宝书 必考词 Unit25
cultivate	[ˈkəltəˌveɪt] vt. <br>耕作，栽培，养殖；培养，磨炼，陶冶 <br><br>【助记】 cult（耕，培养）+iv十ate（动词后缀）一培养	红宝书 必考词 Unit25
culture	[ˈkəlʧər] <br><br>【助记】 cult（培养）十ure（名词后缀）→培养后才有教养→教养修养，教养；文化，文明	红宝书 必考词 Unit25
dual	[duəl] <br>两部分的；二元的；双重的	红宝书 必考词 Unit25
dubious	[ˈdubiəs] <br><br>【助记】 dubi（怀疑）十ous（形容词后缀）一怀疑的引起怀疑的，不确定的；无把握的；怀疑的，犹豫不决的；有问题的，靠不住的	红宝书 必考词 Unit25
due	[du] <br>欠款的，应支付的；应给的，应得的；应有的，适当的；预定的，约定的；期满的，到期的	红宝书 必考词 Unit25
durable	[ˈdʊrəbəl] <br>耐用的；持久的 <br><br>【助记】 dur（持续）十able（形容词后缀）→可持续的一耐用的，持久的	红宝书 必考词 Unit25
duration	[ˈdʊˈreɪʃən] <br>期间；持续时间 <br><br>【助记】 dur（持续）十ation（名词后缀）→持续时间	红宝书 必考词 Unit25
duty	[ˈduti] <br>义务，责任；职务，职责；税	红宝书 必考词 Unit25
dynamic	[daɪˈnæmɪk]	红宝书 必考词 Unit25
extinct	[ɪkˈstɪŋkt] <br>（火等）熄灭了的；（生命、希望等）消亡了的；灭绝的 红宝 缀）→与力量有关的→动力的 adi.动力的，电动的；有生气的，朝 气蓬勃的 n.（of）（人或事物）相互作用的方 式，动态；动力；力学	红宝书 必考词 Unit25
extinguish	[ɪkˈstɪŋgwɪʃ] <br>熄灭，扑灭；使消亡，使破灭	红宝书 必考词 Unit25
introduce	[ˌɪntrəˈdus] <br>介绍；传人，引进	红宝书 必考词 Unit25
introduction	[ˌɪntrəˈdəkʃən] <br>介绍；传人，引进；导言，导论，绪论 <br><br>【助记】 introduc（e）（介绍）+tion（名词后缀）→介绍	红宝书 必考词 Unit25
invest	[ˌɪnˈvɛst] <br><br>【助记】 invert（颠倒）invest（投资）投资	红宝书 必考词 Unit25
investment	[ˌɪnˈvɛstmənt] <br><br>【助记】 invest（投资）十ment（名词后缀）→投资投资，投资额	红宝书 必考词 Unit25
investigate	[ˌɪnˈvɛstəˌgeɪt] <br>调查，调查研究 <br><br>【助记】 in（出去）十vestig（脚印，踪迹）十ate（动词后缀）→出去寻找踪迹一调查	红宝书 必考词 Unit25
mutual	[mˈjuʧuəl] <br>相互的，彼此的；共同的，共有的 <br><br>【助记】 mut（变换）+ual（形容词后缀）→变换的→交换的→相互的	红宝书 必考词 Unit25
mysterious	[mɪˈstɪriəs] <br>神秘的，难以理解的，不可思议的；可疑的 <br><br>【助记】 myster（y)（神秘）十ious（形容词后缀）→神秘的	红宝书 必考词 Unit25
mystery	[ˈmɪstəri] <br><br>【助记】 myst（神秘）十ery（名词后缀）→神秘	红宝书 必考词 Unit25
myth	[mɪθ] <br>神话；虚构的故事（人或事） 神秘，神秘的事物；侦探小说	红宝书 必考词 Unit25
noble	[ˈnoʊbəl] <br>adj.高贵的，贵族的；高尚的 n.（常pl.）贵族	红宝书 必考词 Unit25
norm	[nɔrm] <br>标准，定额，定量；规范，行为标准	红宝书 必考词 Unit25
normal	[ˈnɔrməl] <br>正规的，标准的；正常的，普通的 <br><br>【助记】 norm（标准）十al（形容词后缀）一标准的	红宝书 必考词 Unit25
note	[noʊt] <br>n.记录，笔记；注释，评注；短信，便条；钞票，纸币 v.记下，摘下；指出，特别提到；注意，留意	红宝书 必考词 Unit25
notion	[ˈnoʊʃən] <br><br>【助记】 not（知道）十ion（名词后缀，表示性质、状态）→知道的状态→观点概念，想法，观点；理解；意图	红宝书 必考词 Unit25
public	[ˈpəblɪk] <br>adj.公开的，公共的；平民的，大众的，百姓的 n.平民，百姓；志趣相同的群体	红宝书 必考词 Unit25
publication	[ˌpəblɪˈkeɪʃən] <br><br>【助记】 public（公开的）十ation（名词后缀）→公布公布，发表；出版，发行	红宝书 必考词 Unit25
publicity	[pəˈblɪsɪti] <br>公众的注意，名声；宣传，宣扬 <br><br>【助记】 public（公开的）十ity（名词后缀）→名声；宣扬	红宝书 必考词 Unit25
publish	[ˈpəblɪʃ] v.	红宝书 必考词 Unit25
result	[rɪˈzəlt] <br>n.结果，成果，成绩②u.（in）导致，结果是；（from）起因于，因....…而造成 公布 公布，发布；出版，刊印	红宝书 必考词 Unit25
resultant	[riˈzəltənt] <br>作为结果而发生的，必然发生的；合成的 <br><br>【助记】 result（结果）十ant（形容词后缀）→必然发生的	红宝书 必考词 Unit25
resume	[ˈrɛzəˌmeɪ] <br>[rizju:m]u.（中断后）重新开始，继续；恢复，重新得到，重新使用 [rezjumer]n.（=résumé）摘要，概述，概要；简历，履历 <br><br>【助记】 re（再）十sume（取）→重新取回→继续	红宝书 必考词 Unit25
reveal	[rɪˈvil] <br>vt. 显露，揭露；展现，显示	红宝书 必考词 Unit25
revelation	[ˌrɛvəˈleɪʃən] <br>揭露，披露，泄露；被暴露的真相，被曝光的秘密；（上帝的）启示 <br><br>【助记】 revel（狂欢）十ation（名词后缀）→狂欢会暴露个性→泄露	红宝书 必考词 Unit25
revenge	[riˈvɛnʤ] <br>n.报仇，复仇②.报仇，复仇	红宝书 必考词 Unit25
revenue	[ˈrɛvəˌnu] <br>财政收人，税收 <br><br>【助记】 把revenge（复仇）的词尾“ge”换成 “ue”就成了revenue（税收）	红宝书 必考词 Unit25
supply	[səˈplaɪ] <br>ut.供应，供给，满足（愿望），补足 n.供应，供应量	红宝书 必考词 Unit25
support	[səˈpɔrt] <br><br>【助记】 sup（under下）十port（拿，带，运）→拿	红宝书 必考词 Unit25
suppose	[səˈpoʊz] vt. <br>料想，猜想；假定，认为；（用于祈使句）让，使 下→鼓掌 ut.支撑；支持，拥护；供养，维持 n.支柱，支撑物；支撑，支持 <br><br>【助记】 sup（under下）+pose（引起，产生）→猜想	红宝书 必考词 Unit25
suppress	[səˈprɛs] vt. <br>压制，镇压；禁止，查禁；抑制，阻止···的生长（或发展），忍住 <br><br>【助记】 sup（under下）+press（压）→向下压→镇压	红宝书 必考词 Unit25
supplement	[ˌsəpləˈmɛnt] <br>[saplimant]n.增补，补充；增刊，副刊 [sApliment]ut.增补，补充 <br><br>【助记】 supple（柔软的，灵活的）十ment（名词后缀）→增补是需要灵活性的→增补	红宝书 必考词 Unit25
supreme	[səˈprim] <br>最高的，至上的；最优的，卓越的；极度的，最重要的	红宝书 必考词 Unit25
system	[ˈsɪstəm] <br>n. 系统，体系；制度，体制；身体	红宝书 必考词 Unit25
systematic	[ˌsɪstəˈmætɪk] <br>有系统的，有规则的，有组织的 <br><br>【助记】 system（系统）十atic（形容词后缀）→系统的	红宝书 必考词 Unit25
logic	[ˈlɑʤɪk] <br>逻辑学，逻辑性；推理方法 <br><br>【助记】 log（说）十ic（名词后缀，·…...学科）→说的学科→辩论，推理→逻辑学	红宝书 必考词 Unit25
logical	[ˈlɑʤɪkəl] <br>逻辑的，符合逻辑的 <br><br>【助记】 logic（逻辑学）十al（形容词后缀）→逻辑的	红宝书 必考词 Unit25
ess	[ɛs] <br>[e]n.灰(烬) <br><br>【助记】 cash（钱）被烧成了ash（灰烬）	红宝书 基础词 Unit25
ashamed	[əˈʃeɪmd] <br>惭愧的，羞耻的，害臊的 <br><br>【助记】 a（为了）十shamed（丢脸的）→惭愧的，羞耻的	红宝书 基础词 Unit25
ashore	[əˈʃɔr] adv. <br>向岸，向陆地；在岸上，在陆地上 <br><br>【助记】 a（at在......上）十shore（岸）在岸上	红宝书 基础词 Unit25
aspect	[ˈæˌspɛkt] <br>样子，外表，面貌：（问题等的）方面	红宝书 基础词 Unit25
aspire	[əˈspaɪr] <br>（to，after）渴望，立志 <br><br>【助记】 我aspire（立志）要登上教堂的spire（尖顶）	红宝书 基础词 Unit25
lumber	[ˈləmbər] <br>n.木材，木料：废旧家具，无用杂物 v.笨重地移动；零乱地堆积在·····中，以破烂堆满；迫使负担（职责等） <br><br>【助记】 plumber（水管工）改行贩lumber（木材）了	红宝书 基础词 Unit25
lump	[ləmp] <br><br>【助记】 他的头bump（碰）出了lump（肿块）	红宝书 基础词 Unit25
lunar	[ˈlunər] <br>月的，月亮的 艮词缀预览 （名词后缀，表示女性） n.块，小方块；肿块；大量，-大堆 .把.…··归并在一起把··混为一谈 <br><br>【助记】 lun（月亮，光亮）十ar（形容词后缀，与··有关的）→月亮的	红宝书 基础词 Unit25
lung	[ləŋ] <br><br>【助记】 用剑lunge（猛刺）敌人的lung（肺部）肺，肺部	红宝书 基础词 Unit25
luxury	[ˈləgʒəri] <br>奢侈，豪华；奢侈品 <br><br>【助记】 luxu（luxe豪华，上等，精美）十ry（名词后缀）→豪华	红宝书 基础词 Unit25
lyric	[ˈlɪrɪk] <br>adj.抒情的；吟唱的；为吟唱谱写的 n.（pl.）歌词	红宝书 基础词 Unit25
bracket	[ˈbrækɪt] <br><br>【助记】 把bracket（括号）前的“b”去掉就是	红宝书 基础词 Unit25
racket	[ˈrækɪt] <br>(方)括号	红宝书 基础词 Unit25
brake	[breɪk] <br>n.制动（器），闸，刹车 v.刹车 <br><br>【助记】 音同“break”（暂停）→刹车	红宝书 基础词 Unit25
brass	[bræs] <br>黄铜，铜器	红宝书 基础词 Unit25
brave	[breɪv] <br>adj.勇敢的，大胆的 v.冒（风雨，危险等）；勇敢面对，不怕，不顾	红宝书 基础词 Unit25
cosmic	[ˈkɑzmɪk] <br>宇宙的 <br><br>【助记】 cosm（宇宙）十ic（形容词后缀）→宇宙的	红宝书 基础词 Unit25
cost	[kɔst] <br>n.成本，费用，代价 u.（cost，cost）值（多少钱）；花费（多少钱）；（costed，costed）估算成本 <br><br>【助记】 post（邮寄）包襄需要cost（费用）	红宝书 基础词 Unit25
costume	[ˈkɑstum] <br>服装，服装式样；女套装，女装cosy/cozy	红宝书 基础词 Unit25
couch	[kaʊʧ] <br>n.长沙发，睡椅，长榻；诊察台 v.（用某种文体或方式）表达，措辞	红宝书 基础词 Unit25
count	[kaʊnt] <br>~.数，计算；算人；看做，认为 n.计数；计算，总数	红宝书 基础词 Unit25
counter	[ˈkaʊntər] <br>n.柜台 adj.相反的，违反的 adv.相反地 u.反对，反击	红宝书 基础词 Unit25
counterpart	[ˈkaʊntərˌpɑrt] <br>（职务、性格、作用等）相对应的人或物 <br><br>【助记】 counter（相反的，相对的）十part（部分）相对的部分一相对应的人（或物）	红宝书 基础词 Unit25
country	[ˈkəntri] <br>国家；郊外，乡村 工宝书	红宝书 基础词 Unit25
countryside	[ˈkəntriˌsaɪd] <br>乡下，农村	红宝书 基础词 Unit25
county	[ˈkaʊnti] <br>（英国的）郡；（美国的）县	红宝书 基础词 Unit25
excitement	[ɪkˈsaɪtmənt] <br><br>【助记】 excite（使激动）十ment（名词后缀）→激动刺激，激动	红宝书 基础词 Unit25
exclaim	[ɪkˈskleɪm] v. <br><br>【助记】 ex（出去）十claim（喊叫）→呼喊呼喊，惊叫，大声说	红宝书 基础词 Unit25
excursion	[ɪkˈskərʒən] <br><br>【助记】 ex（出去）十curs（跑）十ion（名词后缀）→出去跑跑一短途旅行短途旅行，游览；（短期的）涉足，涉猎	红宝书 基础词 Unit25
excuse	[ɪkˈskjuz] vt. <br>[ik'skju:s]n.借口，辩解	红宝书 基础词 Unit25
exempt	[ɪgˈzɛmpt] <br>adj.免除的，被豁免的 ut.（from）使某人/事免除或豁免 n.被免除（义务、责任）的人；免税人	红宝书 基础词 Unit25
exercise	[ˈɛksərˌsaɪz] <br>n.练习，习题；训练，锻炼 .运动；训练，锻炼；行使	红宝书 基础词 Unit25
foremost	[ˈfɔrˌmoʊst] <br><br>【助记】 fore（重要的）+most（最）→最重要的最著名的，最重要的	红宝书 基础词 Unit25
forgive	[fərˈgɪv] vt. <br>（forgave,forgiven）原谅，饶恕	红宝书 基础词 Unit25
forth	[fɔrθ] adv. <br>向前，向外；以后	红宝书 基础词 Unit25
forthcoming	[ˈfɔrθˈkəmɪŋ]	红宝书 基础词 Unit25
